full_text,class
mas rapidez hay gente que espera porque la atencion con otro cliente es lenta se ponen a conversar varios cajeros,neutro
que los tramites en el banco con documentacion respectiva no demorara tantos dias ya que a veces uno necesita con urgencia el retiro de dinero  podria ser maximo  horas,neutro
el trato por la representante no fue del todo cordial,negativo
el personal que atiende al publico no esta calificado,negativo
porque necesitaba un prestamo de parte de bcp pero solo me dijeron que tenia tenia para compras,negativo
falta de cageros para retirar,neutro
mi comentario seria muy sesgado si solo considero la ultima visita ya que fui un dia de poca afluencia de publico que es a mi parecer la mejor oportunidad que tiene el banco para mostrar la calidad de su servicio en epocas de verano por citar un ejemp,neutro
no hay cambio de monedas y falta de billetes de baja denominacion,neutro
que la atencion se mas rapida,neutro
la persona q me atendio no me dio informacion clara,negativo
la atenciòn màs ràpida cierran caja y solo quedan dos atendiendo,neutro
un cajero de deposito,neutro
mas rapidos en el atendimiento al cliente,neutro
mas seguridad en la agencia y  mas ventanillas para atencional publico,neutro
el personal estaba discutiendo entre ellos sobre si su almuerzo era con o sin gaseosa delante de los clientes y estaban enfocados mas en eso q en la atencion,neutro
no entiendo la ultima vez me cobraron creo  soles por reposicion de tarjeta que me habian robado eso fue hace meses esta vez no me dijeron si me cobrarian eso esa es mi duda,neutro
que haya mas ventanillas abiertas por ser dia sabado,neutro
lo unico que le falto al agente fue de que fuimos atendernos mi esposo y yo y el agente no previno de que al solicitarnos el numero de ruc para la cuenta cts el banco cerraba a las pm de modo que nuestro tramite se quedo en nada ya que mi esposo salio ,neutro
respetar el turno de ticket fui a la agencia en mi horario de refrigerio de mi trabajo espere hasta que toque mi numero y cuando llego mi turno dejaron pasar a una pareja de esposos que solo tenian que firmar unos papeles fue lo que dijeron me causo inc,neutro
menor tiempo de espera,neutro
que te den mas beneficios al aperturar una cuenta de ahorro y premios por tu permanencia de acuerdo al tiempo,neutro
atencion mas rapida,neutro
cajeros mas atentos,neutro
el sistema de colas es pesimo pero la atencion de la cajera fue buena,neutro
ofrecer mas opciones en prestamos,neutro
bueno hay poco asesores de servicio ya que cuenta con muy poco personal ,neutro
que las atenciones sean sin tanta demora,neutro
realmente es el tiempo de atencion  en algunas oportunidades dependiendo de la operacion prefiero hacerlo en agente por la rapidez  inclusive las personas de preferencial tambien se ponen en cola porque argumentan que avanza mas rapido     felicito a ,neutro
las cajeras no tienen maquinas para contar billetes y esto hace que demoren mucho en verificar montos de deposito,neutro
pocas cajas atendieron,negativo
muchas veces las posiciones de plataforma no estan todas ocupadas y sobre algunos servicios por ejemplo pagos a sunat no cuentan con informacion completa,neutro
no me han resuelto el problema que he tenido,negativo
poca informacion,negativo
que me mencione una solucion y me brinde mas seguridad al comunicarse,neutro
es  una  porqueria  lpaara  retirar dinero  solo un a vez al mes,negativo
obtuve informacion incompleta,negativo
en primer lugar tuve problemas cuando migraron mi deuda de una tarjeta mastercar a una visa la cual fue incrementada en montos y tasas a las inicialmente aprobadas luego de diversos reclamos me reajustaron a lo correcto y el  del presente cancele dicha deuda solicite informacion para acceder a una compra de deuda o ver la posibilidad del credito mivivienda para una compra indicandome que no podia acceder por un tema de deuda de mi esposa dicha operacion fue reprogramada y aprobada no se nos proporciono un cronograma alguno como es usual sin embargo se vino haciendo pagos puntuales pero al revisar dicha informacion difiere en lo aplicado a capital e intereses lo cual me parece un error grave y al no contar con un cronograma de pagos  es imposible conocer como se esta amortizando la deuda por lo que ya se comunico que vamos a suspender dichos pagos hasta no aclarar dichos inconvenientes todo ello me lleva a dejar de operar con el bcp en el futuropor la forma en que se ha decaido su atencion,negativo
que deberian tener mas personal en ventanilla para que asi la cola avance mas rapido,neutro
mayor personal para que ale atencion sea mas rapida,neutro
no esperar tanto para ser atendido,neutro
la atencion en esta agencia es muy grata estoy satisfecho,neutro
la persona que me atendio no me ayudo en lo que requeria,negativo
lapersona que me atendio no esta contanta con su trabajo estaba seria pero puede haber sido un dia malo para ella no es por el procedimiento ya que se realizo de manera eficaz y optima,neutro
no he estado alli es una suplantacion de identidad,negativo
que no sean como robot que tengan mas soluciones,neutro
aun no se atiende mi solicitud,negativo
porque no me dan la cantidad que solicito en condicion de prestamo,negativo
no hay atencion preferencial a empresario con cuenta en el banco   años cliente del banco y lo tratan como cualquier otro cliente,negativo
respecto a la ventanilla no tengo observacion alguna pero respecto a plataforma requiero q la gente de plataforma pueda atender los reclamos y poder responder de manera directa a las dudas de los reclamos ya q solo funcionan como meza de partes y las at,neutro
que no haya tanta cola que me den facilidades de prestamos  con garante seria ideal,neutro
tuve que ir a la agencia para hacer el pago de una compra que realice por telefono ese dia la pagina web del bcp no funcionaba trate de entrar como  veces y no pude llame por telefono al banco y recien se enteraron del problema por mi llamada como ,neutro
mi sectorista se encuentra la marinamaranga,neutro
fui hacer un reclamo que no m parece que depositos que hacen terceras personas a mi cuenta m lo cobren a mi cuando obtuve la cuenta no m explicaron q iba hacer asi por eso estoy viendo otras alternativas de bancos donde ahorrar,negativo
tiene que haber mas personal en ventanillase demoran mucho tiempo en atender,neutro
atencion rapidafluida,neutro
el sistema de colas es un sistema obsoleto de atencion tanto de esta oficina y de todas las oficinas es muy lenta   el sistema de contar y verificacion de los billetes es obsoleto en otras agencias bancarias todos los de cajas cuentan con una maquina detectora y contadora de billetes que hace mas rapida y eficiente su atencion   los que atienden en caja exijen que el dinero se lleve separado y lomos cuando muchas de  las veces el dinero llevado es de cobranza que se realiza en la calle y se lleva directo al banco no dando tiempo de hacer eso en pocas palabras el dinero no esta debajo del colchon guardadito y ordenadito para llevarlo como quieren,negativo
porque hice consultas respecto a mi tarjeta de credito y la asesora me brindo informacion errada  lo que pude corroborar luego llamando a banca telefonica,negativo
que este mas limpio y ademas aveces se malogran sus cajeros automaticos,neutro
quisiera saberno le pregunte al srde la plataformacuanto tiempotienen la cuenta de ahorros abiertaes que es para mis depositosde mi pensiony otrasa partir del  de este mesde setiembregraciasmariadarevalo,neutro
solo hay  ejec enplataforma tuve que esperar cerca de  min para remitir una tarjeta,neutro
porque el cajero retuvo mi tarjeta y yo tuve que asumir el gasto siendo error del banco,negativo
estoy conforme,neutro
rapidez en la atencion,neutro
de los  cajeros automaticos que habia solo funcionaba uno que la espera se hacia largayo queria hacer un deposito,negativo
me acerque a la agencia a realizar pagos y deposito a mi cuenta de ahorros bcp como llevaba monedas la promotora principal pp de la ventanilla me dijo que esperara mi turno para pasar a la ventanilla que tiene contador de monedas me pidio mi dni e indico seria la segunda en ser atendida espere mas de  minutos pero no tuve problema ya que seria la siguiente cuando me tocaba el joven de ventanilla se puso a atender la fila normal le indique a la señorita pp que era mi turno y me dijo  que cosa que dni  le dije que ella tenia mi dni y se  disculpo  como si no le importara en lo absoluto el error le dije que me atiendan y me dijo que  solo debe esperar  si llevo monedas solo lleve s en monedas de s y s y debo esperar no tengo problema pero que se respete el orden y si su pp se equivoca que sea capaz de dar una verdadera disculpa y buscar una solucion no actuar como si fuera la dueña del circo y tratar de echar la culpa al otro cajero,negativo
la atencion mas rapida,neutro
falto informar que una de las tarjetas estaria vigente a partir del primero de setiembre lo que me ocasiono varios incovenientes,neutro
la razon es que  fui a depositar un dia lunes  una cierta cantidad por la ventanilla como a las  de la mañana aproximadamente y  me di  la sorpresa que el banco seguia cerrado supuesta mente el banco esta abierto desde las  de la mañana  sin embargo no  estaban atendiendo dicha hora luego dentro de  minutos abrieron la oficina pero en la ventanillas nadie atendia por lo que me percataba que los cajeros seguian cuadrando sus cajas supuesta mente ellos ingresan a las  de la mañana para que puedan ordenarse y estar listo para las  de la mañana en fin al final me atendieron  para las  eso que fui primer cliente para mi es incomodo la atencion brindada de esa manera,negativo
no darle tanta preferencia a los clientes vip eso sucede tambien en la agencia que  frecuento la de melgarejo yo tambien soy cliente deberia ser  y ,neutro
todo servicio siempre deberia tender a mejorar una de las mayores debilidades es la ubicacion de los cajeros automaticos a la entrada de la agencia,neutro
porque no me dieron la respuesta clara el por que me habian retenido el presunto de un billete falso de s lo cual procedieron reembolsar a mi cuenta,negativo
un servicio mas comodo,neutro
deseo un credito bancario y no me lo aprobaron,negativo
de que la atencion en ventanilla sea mas rapida,neutro
una orientacion exacta,neutro
no te explican con detalle sobre las tarjetas que tienen,negativo
informacion  que  alguien indique  usando la ventanilla de atencion para mayor hay otraspersonas libres y no tenerlo a u oen espera mi                        ,neutro
acelerar la atencion,neutro
que los empleados atiendan en la hora adecuada,neutro
mejor informacion,neutro
el sistema de atencion es malo no hay tickets ni diferenciacion o prontitud de atencion entre las filas de clientes visitantesetc,neutro
que hayan dos personas atendiendo en ventanilla entre  y  pm ya que en esa hora se congestiona y hay cola lo cual ocasiona demora,neutro
mucha demora,negativo
bueno aperture cuna cuenta corriente hace cerca de dos meses y realmente me molesto que me dijeran que solo la persona que me aperturo la cuenta puede resolver los problemas que se sucitaron,negativo
pues no te dan informacion x su cuenta sobre a lo que uno va si es no pregunta y los cajeros y ver los saldos estan malogrado x sistema,negativo
primerocuando llegue no habia nada de gente y habian solo dos personas en ventanilla ayudando a otros usuariosque por cierto se demoraron casi como un ahora con cada uno de ellos conforme fue pasando el tiempo llegaban mas personas y no habia respuesta por parte de las personas que atendian que por cierto me hicieron esperar casi como  minutos para poder ser atendidoinsatisfecho totalmente con la calidad del servicio brindado al usuario,negativo
no deben ofrecer seguros a la hora depositar yo retirar dinero,neutro
no habia atencion eficiente en la plataforma de servicio y la cola de espera era de  personas señores de  tercera edad  no respetaban el orden de espera las personas que se quejaban eran atentidas mas rapido y nadie respetaba el orden de espera,negativo
mi madre que es mi apoderada fue a la agencia para pedir una credimas nueva  la credimas habia vencido  la señorita fue muy buena gente pero no le explico bien los requisitos haciendola regresar  veces a la agenciatal vez estandarizando alguno de es,neutro
atencion al cliente hay un joven   atiende mal  distraido   miente,negativo
que los cajeros multifuncion esten operativos,neutro
es una agencia muy pequeña se demoran demasiado en atender las colas son insufribles y te hacen esperar afuera en la calle el personal no es atento,negativo
mucho se demoran en atender,negativo
atencion un poco mas rapida,neutro
tener un local mas acogedor y personal mas capacitado me dio la impresion que hay mucha rotacion de personal a pesar que son muy amables,neutro
realice la operacion que necesitaba sin mayor inconveniente pero tarde un poco en ser atendido,neutro
hubo un poco de demora en la atencion,neutro
x q acudi con mi pequeño hijo y en el tiempo q estava esperando q me atiendan a mi pequeño se le antoja aher pila o pipi y resulta q en ese agencia o banco no hay servicio hijenicos me acerque a una señorita y me dijo q no avia le pregunte al señor vigilante y me dijo q el banco si tiene baño pero es privado la pregunta es q debemos hacer en este caso juro q me puse de mal humor x este incidente,negativo
demasiado tiempo de espera para ser atendido en plataforma,neutro
mostrar mas intereses por la consulta que les di,neutro
que me den una respuesta a mi solicitud de reclamo que presente por consumos no reconocidos en gracias,neutro
no existe trato amical con el cliente parecen computadoras y dicen palabras como automatas,negativo
estaba afiliado al adelanto de sueldo  y me quitaron la afiliacion  ahora tendre que ir nuevamente a plaforma para hacer la solicitud no dispongo de mucho tiempo,negativo
atencion pesima nada de atencion activa y nada de preocupacion por el cliente,negativo
que se reduzca los tiempos de espera,neutro
su amabilidad con las personas me atendio bien pero no con buen animo,neutro
no me gusta el termino totalmente  satisfecho,neutro
mala atencion una mala experiencia con la informacion que brindan el banco con la aplicacion banca movil,negativo
el tiempo de espera para ser atendido es demasiado,negativo
primero la chica de la ventanilla fue muy amable sin embargo no manejaba correctamente el sistema del bcp respecto a consultas cotidianas del cliente,neutro
mas rapidez en el servicio,neutro
falta de coordinacion experiencia y o capacitacion del personal con relacion a brindar informaciones especificas falto de interes en atencion del cliente y o usuario en ventanillas,negativo
a los agentes bcp como en mi caso no nos han ofrecido prestamos a bajos intereses como nos prometieron para capitalizar nuestros negocios entre otros beneficios,neutro
he tenido varios inconvenientes con mi tarjeta en especial creo que deberuan teber rewpuesta mas rapida ante los rrclamos pero en fin ya no espero mucho simplemente pagar mi deuda,neutro
que la cajera evite ofrecer los diversos  seguros en el momento de la atencion habiendo muchos clientes en cola,neutro
que mi sectorista me llame hace tres años no se nada de ella y quisiera que me asignen otra pero no hacen nada,neutro
demora y lentitud en la cola para pagar mi tarjeta de credito y falta de cajeros depositos,negativo
la atencion debe ser mas rapida porque en esa agencia siempre hay bastante gente,neutro
la atencion es lenta por que nunca atienden todas las ventanillas contando con dos cuentas en este banco me agradaria que accedieramos a banca exclusiva,negativo
que cumplan con lo que ofrecen,neutro
mas orden y mas atencion en ventanillas en horas que los clientes aprovechan su refrigerio par ir al banco programen el de sus empleados,neutro
primero fui a ventanilla y la persona que me atendio tiene mal trato no brinda la informacion utilizando un lenguaje adecuado,negativo
un adecuado personal,neutro
una mejor instrucccion por parte de la asesora de ventas,neutro
ya q me acerque a la ventanilla a realizar mi pago del mes se cumplia el  y a la srtale pedi q me dijera cuanto es mi pago de mes me dijo  le alcance  y cuando me dio mi baucher vi q decia  y la srtame cobraba  lo q no me parecia correcto ya q deberia salir impreso lo q ella me cobraba pues me dijo q no habia ese vuelto y le dije pues esta bien pero q el baucher salga impreso el importe a ella se cobraba q no era correcto bueno me pidio el baucher e hizo otro mas al comienzo la srta  pretendia cobrarme el integro de la deuda del mes de setiembre a lo q le dije q eso vencia en setiembre pero me insistia por el totalle dije solo del meseso me causo malestar y muy por otro lado no me llega mi cta de pagos,negativo
no pude acceder a un prestamo teniendo estabilidad laboral de  años y medio y cobrando por el mismo bcp,negativo
mas cajeros en horas punta,neutro
mas limpieza y fluides,neutro
una respuesta mas contundente de la asesora que me atendio,neutro
mas de dos horas en ña oficina y nadie solucionaba mi problema generado por el propio banco,negativo
estoy satisfecho con la atencion y lo que me haria totalmente satisfecho es que siga creciendo y mejorando como lo ha hecho asta ahora ,neutro
por la atencion de la señorita poco  amable,negativo
una pronta atencion para los clientes de banca exclusiva tanto al ingreso cuando hay cola en la entrada y tienen que esperar como cualquiera o incluso como un no cliente y lo mismo pasa al momento de estar en la cola de la ventanilla en la que por lo ge,neutro
por que la tasa que me ofrecen es muy altaa pesar de la amabilidad de la ejecutiva ella dice que trata de buscar una mejor tasa lo curioso es que los demas canales del banco ofrecen una mejor tasa,negativo
todos los cajeros de esa oficina se encontraban en mantenimiento lo que me obligo a acercarme a ventanilla y tener que esperar mas tiempo de lo que tenia pensado,neutro
orden,neutro
se demoran demasiado en atender al cliente debemos esperar en promedio de  min a  hora en la cola eso es siempre a parte el personal que atiende es demasiado lento al parecer no estan capacitados no saben hacer muchas operaciones y eso demora mucho,negativo
finalmente me respondio un proceso pero no me dio ayuda,negativo
 personas esperando ser atendidas y solo  perdonas atendiendo ser banca exclusiva no sirvio de nada y eso que fui pm aprox que no es una hora concurrida y mi operacion era pagar mi tarjeta de credito y solo iba a tardar  mins espere ,neutro
que tengan siempre el sencillo disponible,neutro
los cajeros no funcionaban por eso entre a ventanilla para poder sacar dinero que mi hermano mayor me habia depositado para sustentar mis estudios ya que estudio contabilidad en la universidad nacional de tumbes curso el to ciclo y con eso me apoyo para mis trabajos porque por mientras ando que busco trabajo y la señorita me dijo que no se podian hacer las transacciones ahi que vaya al cajero le dije que no funcionaban y me dejo esperando  minutos hasta que me dio el dinero pero eran  soles y al final me dieron  considere que eran por las comisiones pero ese mal rato que me hicieron pasar me incomodo bastante hasta ahora me habia pasado algo asi,neutro
no hay cajero multifuncion atencion lenta sin organizacion,negativo
mas premura en la atencion,neutro
rapidez en la atencion,neutro
informacion mas completa requeria ver mis movimientos en la tarjeta de credito y en la pantalla les indicaba que tenia un monto de deuda distinta en lugar de facilitarme el telefono blanco me dijeron que llame por mi cuenta y la persona que esta en gerencia no es muy cordial tiene unos gestos de aburrimiento,neutro
que a los señores que hacemos cola en banca exclusiva la atencion sea preferencial de inmediato,neutro
que la atencion sea rapido,neutro
quise abrir una cuenta corriente en el bco para mi empresa hice el tramite y antes de se aprobara me indicaron que deposite para activar la cuenta deposite  soles luego de una semana me indicaron que habia una incongruencia de fecha entre el testimonio y copia literal lo cual era cierto entonces ya no hice el tramite para corregir este error en la sunarp cuando quise retirar los  soles me hicieron tanto tramite que perdi  soles creo que no me hubieran pedido que haga el deposito hasta que den la conformidad al tramite,negativo
el cajero automatico se a tragado mi tarjeta  veces este mes y me cobran  soles por reposicion de tarjeta,negativo
mucho sen demora para atender clientes  mucho se demora para atender plataforma   falta mas personal para la atencion al cliente y plataforma   entre otras cosas,negativo
porque no se prioriza adecuadamente las colas de espera,negativo
todo bien faltaba sonrisa,neutro
siempre recibir la informacion de promociones para aperturar una tarjeta de credito,neutro
porque pese haber cambiado la entrega de estado de cuenta al sistema virtual y al no haber llegado este via internet con la anticipacion del caso y luego de que en la agencia de raul ferrero de  la molina no pudieron imprimirlo aduciendo fallas tecnicas el dia  me dirigi a la agencia juan de aliaga cerca de mi oficina  para que esta vez me lo impriman pero grande fue mi sorpresa que pese haber pasado todo el fin de semana tampoco pudieron imprimirlo argumentando lo mismo fallas tecnicas no se que esta sucediendo con el banco pues estas cosas no pueden suceder en un banco de la importancia como el bcp recien ayer martes  finalmente en la agencia del centro comercial de la ave salaverry me lograron imprimir el famoso estado de cuentaes de no creerlo todo ello ocasiono que no efectuara el pago en dolares como lo hice con soles el dia  en la agencia juan de aliagarealmente que puedo decir al respectolo dejo a ustedes gracias,negativo
rapidez,neutro
se demoran mucho en atender  la cola de visitantes avanzaba y no de los clientes,negativo
mala atencion de parte de la señorita de caja,negativo
solo fui a pagar mi tarjeta y en eso se redujo la atencion no hubo ningun valor agregado como para que considere totalmente satisfecho,neutro
porque habia  personas en plataforma sin atender apesar de haber sacado el ticket y tuve que preguntar si estaban atendiendo despues de un tiempo para que recien comienze a atender,negativo
la atencion sea mas rapida me demorevpara hacer una transaccion como  minutos y no hay orden para atender al publico,neutro
por la lentitud de la atencion del servicio las colas se hacian mas largas,negativo
rapidez a la hora de atencion,neutro
por el tiempo excesivo de espera para la arencion a los clientes   las personas empezaron a reclamar y recien en ese momento dos de las ventanilla empezaron a atender,negativo
porque no cuentan con una maquina contadora de billetes lo que hace que demore la atencion y aumenta el riesgo para la persona que retira el dinero porque tengo que contarlo en ventanilla,neutro
satisfecho quiero decir q siempre ido y me han atendido muy bien,neutro
elegi el item satisfecho por que el personal de ventanilla me atendio bien sin embargo el trato del personal de seguridad fue pesimo no estaba en su lugar de trabajo por ende no hacia que se respete la fila para ingresar a la ventanilla,neutro
la atencion de los trabajadores es muy poco amable no provoca regresar,negativo
menos tiempo de espera o sacar cita para plataforma a una hora especifica,neutro
no podia realizar el pago por internet asi que lo realice por ventanilla sin embargo  por politicas de bcp  el pago de mi tarjeta de credito se adiciono quedando un saldo para mi yo no solicite ni deseaba algun saldo solo pagar la cantidad del interes realizado por bcp,negativo
hice la operacion debida,neutro
el dia que acudi a la agencia  me acerque a una señoritates morenada cabello ondulado que se encontraba en el counter que no se identifico ya que no tenia su fotoche no me brindo una informacion adecuada cuando le pregunte para poder obtener una cuenta de ahorromi primera cuenta me dijo que se tenia que abonar una cantidad de  soles para obtener la cuenta el echo que me quede desconcertada porque a mi conocimiento no se abonado nada  consulte en el chat en linea del bcp y exacto me indicaron que no se abona ninguna cantidad entonces acudi de nuevo a la agencia donde me encontre otra vez con la señorita le pregunto y me volvio a decir lo mismo que se abona  soles para aperturar la cuenta le comunica que en el chat en linea me dijeron que no se abona y la señorita de una manera no correcta me dijo baya donde el gerente y se fue me acerque donde el gerente me indico que no se abona para aperturar y que me brindaron una informacion erronea en todo caso deberia de contratar  a un personal calificado para podre brindar una informacion clara y precisa ya que que ustedes los capacita para la atencion al publico por cualquier inconveniente donde las personas se acerca a preguntar ya que siempre tengo buen concepto de la atencion de su personal por cualquier duda que tenga y ese dia fue una perdida de tiempo,negativo
no existe personal con capacidad de solucionar problemas en lo referente a tarjetas de crèditono he podido disponer de efectivo en ventanilla y nadie ha sido capas de solucionarme el imase surgido,negativo
fui a sacar un duplicado de mi tarjeta de debito y para ello necesitaban la autorizacion del jefe inmediato de la persona que me atendio pero el jefe estaba en reunion asi que me dijeron que debia esperar  minutos aproximadamente  en ese lapso de tiempo ingreso otro cliente al que empezo a atender y se demoro cerca de  minutos en atenderlo  en total tuve que esperar cerca de  minutos para un tramite simple,negativo
las ubicaciones de lad filas o colas para ser atendido se ve muy angosta y desordenada,neutro
mayor velocidad en la atencion en plataforma solo atendia una persona,neutro
que atiendan todas las ventanillas y que no solo cuenten billetes cuando hay publico esperando  gracias,neutro
atencion mas rapida,neutro
mas celeridad en la atencion,neutro
bueno la atencion es buena pero lo malo son las colas de espera por lo demas no tengo ningun incoveniente,neutro
no pude crear mi clave internet para poder hacer compras y transferencias por la app,negativo
por la demora y el trato en la atencion,negativo
no se,neutro
a pesar que no habia muchaa gente haciendo gestiones en ventanillasatendian dos chicasno tuve preferencias por ser mayor de edadatendieron a otros jovenes antes que el suscrito,negativo
porque siempre hay cola  larga en la calle y el wachiman es un igualado  no tiene trato con la gente que visita la agencia al hacerla ingresar,negativo
dar prioridad a banca exclusiva,neutro
que la atencion sea mas agil,neutro
la atencion a banca exclusiva demoro demasiado ya que solo atendia un cajero,negativo
mejores tasass y preferencia a los clientes y desaparecer los vip es descriminatorio,neutro
mala atencion respecto a consultas de amortizacion de pagos de deudas,negativo
por el estado de cuenta que binieron valores diferentes pago minimo y el pago total  con esto que pretenden  usteded eso ya se habia cambiado,negativo
ahi bien pero podria ser mejor,neutro
creo que un cliente estaria totalmente satisfecho si no tendria que hacer cola y si las personas que atienden al publico fuesen mas amables,neutro
mas ventanillas de atencion k llevaria menor tiempo de espera,neutro
el tiempo de espera fue muy largo casi una hora pertenezco a su programa enalta y ni siquiera informarlo en sus counters permitio una atencion en menor tiempo ni mucho menos diferenciada solo habian dos personas atendiendo y segun se pudo saber una de,neutro
que atiendan mas personas solo estan  o  personan atendiendo en las casillas las demas vacias,neutro
que no se tarden mucho en atender,neutro
establecer mas cajeros automaticos ya que con solo  cajeros no abastece,neutro
la verdad que ya estoy de que el bcp mienta al cliente referente al pago en dolares lo cual la operadora de banco por telefono indico que solo pagaria  pero en ventanilla me indicaron que el pago era de  dolares a lo cual a lo cual proteste y solo pague los   dolares indicados por la operador solo espero que no me quieran cobrar algun tipo de mora  por la supuesta  actualizacion de su sistema,negativo
en primer lugar el cajero se traga mi trajeron sin motivo despues me hacen esperar mas de  minutos para entregarme una nueva tarjeta por el motivo de que tiene que venir la otra señorita de atencion al cliente,negativo
respecto a laatencion no era elproblema sino a los productos que meofrecen no estaba en mis expectativas pues las tasas son altas,neutro
no entendieron lo que realmente pedia,negativo
mas ventanillas para los clientes,neutro
que sean proactivos que lo primero que respondan sea siempre un no o no se puede,neutro
mas opciones al adquirir una tarjeta debito,neutro
soy parte de banca exclusiva y en el momento que esperaba mi atencion no habia ninguna persona de banca exclusiva atendiendo ademas la persona que me atendio en plataforma fue poco cordial,negativo
que los productos y servicios que ofrezca el banco se ajusten a mis necesidades,neutro
son testigos ellos de q no realice un consumo porque este secrealizo cuando yo estaba en el banco en predencia del personal y aun asi no hicieron nada y me cobraron ese monto quw jamas consumi,negativo
que no hayga mucha cola,neutro
la espera fue terrible  me demore todo mi refrigerio  pero la ultima señorita muy amable en la atencion,neutro
para hacer una sola operacion de pago se espera mucho tiempo,negativo
demora en la atencion y no hay calidad en la atencion por parte del personal intereses muy altos para envios y creditos,negativo
lleve un cheque por xx dolares girado por el estado de florida departamento de financial services   el cual lleve me pidieron abrir una cuenta mancomunada  ademas de las que ya poseemos  en total entre mi mama y yo   para cobrar este cheque  el resultado es que me llamaron a decir que uds no hacian esos trabajos  cobrar cheques de sus clientes    les pedi una explicacion oral mente me dijeron lo anterior    por escrito  nada  ademas me devolvieron el cheque sin ningun documento de devolucion  ademas me   devolvieron los documentos de sus registros  como si se tratara de algo incorrecto   por ultimo me dijeron que fuera a otro banco que alli podria cobrarlo  aclaro que lo pretendia  pretendo dejar en cobranza,negativo
porque no solucionaron mi reclamo porque me descontaron de mi cuenta sueldo por retirar dinero de mi cta,negativo
no me siento totalmente satisfecha debido a que los agentes de campo que van a las empresas y los que atienden en las agencias y via telefonica no manejan la misma informacion generando un malestar innecesario,neutro
colas demora en la atencion ambiente pequeño de pie,negativo
que hagan respetar las cajas preferenciales,neutro
mas rapidez en la atencion,neutro
el servicio e informacion siempre es incorrecto mp se porque pienso que estan en otro mundo y si llamas es horrible todos los que contestan son supervisores o gerebtes  y solamente en peru contestan una central telefonica los supervisors o gerentes cosa mas grande  x eso estoy traatando de cerrar cuentas con este banco,negativo
que exista atencion prioritaria en la fila de banca exclusiva ya que la ultima vez que fui me atendieron luego de haber pasado previamente  personas de la otra fila,neutro
el sistema del banco es lento el mismo hace que las operaciones de atencion al cliente se retrasen,neutro
fue satisfecho por que la atencion no fue mas de lo que esperaba,neutro
tenia el ticket pero me llamaron y no salio en la pantalla,neutro
que me pudieran haber dado lo que solicitaba,neutro
la atencion no fue cordial ni pro activa,negativo
porque no pueden brindarme mayor informacion que necesitaba ademas de ello me obligaron a pagar  dolar cuabdo solo debia cancelar  argumentando que su sistema no permite cobros en cetavos de dolar   al margen del monto eso genera molestias porque queria cancelar mi tarjeta y eso hizo que se retrazara aun mas,negativo
cuando se hace una transferencia de dinero de una  cuenta de dolares a soles el tipo de cambio preferencial es bajosiendo cliente antiguo,neutro
que puedan cumplir mi solicitud de obtener una tarjeta de credito  voy ya  año  cobrando mi sueldo de  soles en bcp y hasta ahora no  puedo ser aprobado para una tarjeta de credito me dicen que espere  meses mas,neutro
que la atencion sea mas ordenada en las colas no hay un orden de atencion claro al menos para mi no es claro,neutro
en los cajeros la cola era larga una sola cola para todos los clientes no se ve una agencia segura   la cajera fue poco amable,neutro
mala informacion,negativo
el area de plataforma deberia contar con  asientos para los clientes por modulo,neutro
para mi  estuvo bien el servicio,neutro
mas que nada por la atencion en ventanilla mucha demora o es que hay poco personal,negativo
estoy satisfecho,neutro
no podia acceder ni imprimir mi estado de cuentade mi tarjeta de credito doradaque no me llega a mi correo y tenia que pagar  no contestabas los telefonos y mi cita de ahorros me l balanceado y no pudieron depositarle un dinero  satisfecha por que obt,neutro
habian tres o cuatro escritorios y solo habia un empleado atendiendo y habia varias personas en busca de atencion  para colmo habia otra empleada en otro modulo pero me dijo si es consulta lo atiendo si es una operacion haga su cola absurdo,neutro
menos tiempo de espera,neutro
ese dia se cayo el sistema y espere como  min en la ventanilla porque mi transaccion se quedo a la mitad y no se podia anular para poder regresar despues,neutro
la limpieza y la seguro de la puerta es bueno entrar a un banco a altas horas de la noche y sentirse seguro,neutro
no funcionaba cajero automatico y por ventanilla me cobraron a pesar de saber que no estaba funcionando los cajeros,negativo
la agencia tiene como  empleados pero solo uno estaba atendiendo al publico,negativo
mucho se demoran en la atencion,negativo
mas personal en ventanillas,neutro
mas informacion sobre los servicios,neutro
mas rapidez,neutro
que la cola sea mas ligera,neutro
esta muy bien la atencion no es necesario otra cosa,neutro
trato frio del personal,negativo
no funcionaba el sistema de emision de tarjetas credimas y debia hacer pagos desde mi cuenta a la cual no podia acceder por tener la tarjeta vencida,negativo
no me informan bien por telefono tampoco,negativo
fui a tres agentes en  ninguno podia depositar solamente podian hacer pagos de servicios,neutro
que los agentes bcp  funcionen de mejor manera,neutro
porque  la espera para ingresar  a la agencia  es en la calle exponiendonos a cualquier peligro,negativo
que me aprueben un prestamo sin mucho papeleo,neutro
falta de experiencia del personal en ventanilla  hostigamiento frecuente por personal de ventas por ofrecer productos cuando se espera en cola  local pequeño para el flujo de gente que asiste a la agencia  la zona de cajeros no todos se mantienen oper,neutro
se supone que cuando uno es cliente la atenci´n es mas rapida    pero la fila de las personas que no son cliente avanzo mas rapido,neutro
estacionamientos,neutro
seguridad de mis fondos expuestos a clonaciones,neutro
que la atencion sea constante porque fui a buscar a la sectorista bex pero me dijeron que los dias sabados no trabaja,neutro
